vessel_id,vessel_type,dwt,engine_power,vessel_age,draft,speed,distance_nm,heading,wind_speed,wind_direction,wave_height,wave_period,wave_direction,current_speed,current_direction,fuel_price,fuel_consumed_tpd,charter_rate_usd_day,candidate_id
V021,Container,60597.4,7525.3,19,7.46,18.3,1569.4,104.4,14.18,210.0,0.27,14.66,71.6,0.3,2.7,779.45,116.49,17038.85,C0168
V049,Container,20510.9,18523.6,24,7.12,16.55,268.6,307.1,4.39,22.2,1.65,6.2,283.3,2.84,294.1,635.24,94.62,11585.64,C0169
V028,Bulk Carrier,42963.1,11502.1,17,10.61,14.11,3211.2,139.5,28.48,235.9,4.37,4.66,166.3,0.23,186.1,700.94,62.94,17519.22,C0170
V032,Tanker,69354.2,18726.5,11,12.1,16.63,4308.8,116.3,1.25,3.0,3.7,14.58,359.7,1.88,201.3,580.66,95.5,20275.67,C0171
V044,Container,98494.9,6392.8,25,12.25,11.18,1789.4,336.7,18.49,280.8,5.52,10.04,302.1,1.27,241.8,623.09,43.64,19913.41,C0172
V016,Bulk Carrier,70545.1,8497.6,9,8.21,14.01,2012.4,130.8,23.17,240.0,0.49,12.76,266.3,1.67,155.3,712.94,49.71,18242.9,C0173
V010,Container,40784.3,22114.7,10,7.63,17.93,4466.0,140.5,7.26,111.2,1.1,4.48,313.5,0.64,41.6,653.82,113.72,15286.72,C0174
V023,Tanker,70720.5,9543.6,18,6.13,12.21,4086.7,38.2,31.7,105.3,4.78,10.24,228.3,2.06,37.0,779.21,43.56,19901.05,C0175
V048,Container,63198.8,21740.8,20,11.43,11.86,3603.3,241.4,29.35,287.4,2.28,8.38,303.7,2.88,271.6,721.14,51.38,14825.98,C0176
V050,Tanker,82387.6,10585.5,13,6.61,19.51,1319.1,104.0,16.49,282.0,0.89,12.49,94.0,1.38,79.6,669.32,139.42,22500.02,C0177
V015,Bulk Carrier,28558.5,17857.6,8,9.37,12.1,4560.1,210.8,14.39,126.8,5.98,4.42,35.2,1.57,10.1,766.0,46.96,15859.16,C0178
V043,General Cargo,80882.2,18883.0,7,10.81,12.61,856.6,212.9,8.28,107.6,4.77,8.42,221.7,0.72,352.7,699.67,50.23,15845.68,C0179
V050,Container,63301.3,15253.1,17,13.5,19.7,3171.2,258.9,25.55,201.5,2.57,12.79,156.5,2.68,352.9,694.2,154.78,17132.32,C0180
V006,Container,97039.4,11106.2,21,8.49,17.35,241.1,268.3,4.61,3.0,4.98,9.75,153.5,2.91,136.1,573.91,109.32,21247.83,C0181
V033,Container,47349.8,9252.9,23,8.0,17.0,3254.2,185.2,23.81,29.8,4.15,10.05,189.6,2.36,9.2,618.46,105.05,15877.85,C0182
V039,General Cargo,70609.8,5663.8,15,11.23,18.53,1458.0,119.2,29.49,45.4,4.78,5.07,130.1,1.63,261.8,704.99,119.12,13909.01,C0183
V012,Ro-Ro,94562.2,11078.9,20,10.95,11.16,2303.4,301.5,8.0,66.7,4.93,5.46,225.4,2.87,299.2,767.54,38.39,19913.89,C0184
V036,Container,28200.8,18063.3,15,8.66,17.06,1791.8,111.6,30.32,184.3,0.69,11.45,11.0,0.46,45.0,594.66,98.96,13493.57,C0185
V031,Tanker,94978.3,23766.1,1,13.42,15.04,946.5,182.7,1.17,357.2,3.81,11.43,349.2,1.44,48.8,564.65,76.94,25163.9,C0186
V010,Ro-Ro,75030.9,22424.1,25,12.76,18.29,3147.7,144.5,31.95,234.9,0.24,14.77,332.9,1.61,296.0,678.11,131.27,18122.11,C0187
V034,Bulk Carrier,25427.0,20321.3,14,7.79,15.08,4421.7,307.8,4.14,22.1,0.45,11.83,336.7,1.48,331.9,520.16,65.16,12941.5,C0188
V041,Bulk Carrier,44077.1,20768.9,5,7.91,16.2,4799.5,155.5,22.6,189.2,5.44,9.43,131.4,2.41,284.7,714.36,97.71,16989.04,C0189
V010,Container,76653.8,18299.7,11,10.1,14.78,1042.5,139.0,8.75,178.8,3.26,13.43,191.5,2.01,72.3,710.94,77.29,16822.13,C0190
V011,Container,25388.0,10205.7,16,12.19,14.78,3615.1,248.3,29.28,51.9,4.47,5.15,343.5,0.38,148.1,606.49,73.31,13608.35,C0191
V014,Ro-Ro,66573.6,23143.9,2,6.35,17.68,3355.3,216.9,17.93,331.3,5.06,8.94,324.8,1.04,216.3,767.8,122.21,16773.44,C0192
V003,General Cargo,47670.6,18414.6,8,11.55,16.29,1782.6,38.6,4.73,158.7,5.71,7.16,284.5,1.02,57.7,650.65,84.1,11081.51,C0193
V033,Tanker,69673.2,16208.8,11,11.19,16.33,193.6,182.9,19.98,358.0,5.24,5.15,146.6,1.7,75.8,693.73,98.24,22604.51,C0194
V007,Container,23659.4,7219.8,18,7.85,14.5,3480.0,264.8,14.28,151.2,3.0,12.4,203.2,0.87,101.8,562.87,65.97,11485.69,C0195
V004,Container,89722.9,13941.1,3,11.45,15.31,4732.9,357.1,23.15,218.9,2.15,9.62,285.4,0.35,183.4,625.2,74.45,17756.02,C0196
V039,Tanker,97879.1,14207.2,1,13.52,17.46,3197.4,226.5,30.87,37.7,1.1,10.12,98.3,1.96,183.9,758.73,100.54,25231.5,C0197
V048,Ro-Ro,97510.2,22291.3,11,6.37,18.26,2232.9,133.3,14.33,163.5,2.52,8.52,225.5,2.55,293.1,563.88,135.78,22561.82,C0198
V010,Ro-Ro,79972.1,15933.0,16,8.56,16.97,2673.3,81.4,10.15,86.0,2.33,9.06,298.1,2.79,271.1,617.17,111.06,17958.14,C0199
V015,Tanker,30406.9,12608.0,18,9.51,19.24,1078.2,314.2,0.51,300.8,3.45,5.28,254.7,2.92,328.9,595.42,137.24,15656.18,C0200
V016,Tanker,80661.1,24536.0,16,13.19,18.2,3777.7,293.2,20.12,282.2,4.06,11.4,172.6,2.34,299.8,545.33,125.91,23832.01,C0201
V038,Container,21967.0,7214.4,23,13.7,15.62,3757.5,84.2,14.08,296.7,5.87,8.76,210.5,0.42,91.4,586.92,85.96,13320.18,C0202
V004,Container,21769.9,13451.0,10,9.55,16.71,813.0,72.2,13.11,260.5,4.42,12.98,355.9,2.56,119.3,569.83,94.89,12153.62,C0203
V004,Ro-Ro,45888.8,5840.5,18,12.0,19.26,4402.1,257.4,6.4,299.8,3.93,6.16,216.7,1.2,180.2,777.08,150.05,14380.97,C0204
V036,Tanker,59091.5,19798.1,6,10.25,16.19,1419.0,113.4,15.05,72.3,2.14,6.26,282.8,2.19,5.1,722.32,88.21,17940.9,C0205
V027,Container,81632.6,23361.5,19,10.3,18.25,4913.1,110.3,34.46,162.7,0.4,11.1,261.6,1.59,325.4,594.83,127.87,17179.01,C0206
V022,Container,74663.6,10600.7,4,8.22,16.89,1976.2,54.8,10.42,249.1,1.87,13.31,252.5,2.49,16.0,729.0,96.75,16175.61,C0207
V022,Tanker,55672.2,22166.8,13,7.74,15.52,971.6,95.0,20.99,229.5,4.66,9.19,257.9,1.28,116.1,506.64,78.56,20134.62,C0208
V017,Container,41890.1,10844.4,24,8.3,12.42,1823.4,153.9,27.18,257.9,1.39,12.0,163.6,0.19,204.9,657.96,42.75,13099.68,C0209
V045,Container,99770.0,23215.4,14,10.45,14.26,2256.9,263.8,26.22,80.7,4.33,14.99,170.7,1.67,186.4,575.1,70.21,20006.92,C0210
V034,Bulk Carrier,54094.5,20079.2,3,6.23,19.68,439.6,121.1,11.51,35.4,3.56,14.89,168.4,0.51,235.6,534.3,143.69,17994.17,C0211
V032,Tanker,56111.0,21098.1,10,13.26,16.58,2933.3,118.3,21.38,330.1,1.2,12.19,12.0,2.9,189.9,765.13,94.49,19815.14,C0212
V006,Tanker,33089.9,5360.1,6,7.25,15.64,3028.4,102.6,30.49,201.7,1.72,12.14,86.8,1.58,82.4,559.8,75.53,15612.82,C0213
V033,Container,83584.8,24256.2,1,7.76,19.33,3720.8,172.2,0.54,55.4,3.08,6.72,55.6,1.66,72.4,746.72,141.95,19473.48,C0214
V008,Tanker,75494.6,19533.4,23,10.15,15.87,242.9,65.0,15.25,285.6,2.63,13.17,319.1,2.72,326.6,623.97,82.79,22875.83,C0215
V050,Container,37661.6,11095.0,24,11.68,15.26,2752.1,174.8,7.85,329.4,4.72,8.46,99.0,1.87,95.0,504.29,76.56,14404.12,C0216
V036,Container,26590.5,21587.9,14,6.77,17.59,359.2,253.5,13.6,61.0,4.46,14.58,49.8,0.91,101.2,719.76,115.1,11703.35,C0217
V005,Tanker,74439.9,10630.4,8,8.54,17.13,3535.6,10.7,14.56,294.3,3.53,4.9,43.1,0.89,148.7,678.91,98.63,20158.34,C0218
V005,Tanker,72360.9,22455.1,19,13.75,11.93,373.1,3.5,26.13,336.0,4.97,8.79,252.0,1.5,50.2,603.25,53.47,23379.55,C0219
V047,Ro-Ro,41860.8,7251.6,14,8.1,14.71,4567.5,27.0,3.28,337.8,3.46,10.11,2.2,2.6,182.6,584.46,72.91,14745.74,C0220
V010,Tanker,96069.1,19073.7,10,8.5,14.73,3540.2,192.8,17.94,329.1,5.79,8.46,169.7,2.38,239.4,522.11,78.93,23536.79,C0221
V040,Bulk Carrier,32084.6,15814.0,17,12.69,13.78,2586.2,307.6,19.75,196.7,1.46,6.32,42.8,2.89,283.0,782.43,54.9,14801.76,C0222
V007,Container,54586.8,6930.7,9,6.4,15.17,2263.4,1.8,17.3,128.2,4.34,10.52,305.9,0.22,256.1,648.2,72.67,15949.16,C0223
V012,Bulk Carrier,95489.3,9837.9,6,9.72,14.13,740.3,337.2,25.62,2.6,2.35,12.32,345.0,0.8,53.1,525.66,62.5,24000.27,C0224
V030,Container,53578.2,5248.1,11,9.04,11.99,1525.9,38.3,13.43,21.9,1.82,11.09,345.2,0.24,164.2,760.6,39.8,14689.41,C0225
V025,Container,71082.1,14375.4,25,8.53,14.12,4357.9,303.1,33.07,154.4,1.25,6.58,159.1,2.25,13.9,583.65,60.46,18554.88,C0226
V028,General Cargo,51807.6,11025.3,7,8.29,10.72,4531.8,173.8,16.86,143.8,3.4,12.05,232.0,0.42,6.4,561.08,32.3,11152.18,C0227
V043,Bulk Carrier,41937.2,16967.1,17,6.73,15.76,103.7,237.4,19.99,66.5,1.45,6.83,215.9,0.3,158.4,584.28,75.1,16124.34,C0228
V013,Ro-Ro,98718.2,10944.8,1,8.52,18.54,3011.3,183.8,28.89,142.4,1.36,5.93,126.0,1.69,91.1,669.37,132.59,21684.16,C0229
V047,Tanker,52746.7,10998.4,22,6.34,17.25,3624.6,171.7,9.63,62.9,5.95,11.6,159.9,1.23,246.0,522.22,107.79,17573.03,C0230
V049,Tanker,91527.9,19863.9,5,12.25,13.6,3131.9,300.6,2.63,305.6,4.85,13.27,23.2,2.15,260.7,644.53,59.56,22220.57,C0231
V022,Bulk Carrier,38396.4,5962.9,9,9.19,10.87,500.2,272.1,24.77,107.4,4.54,9.3,286.5,1.46,322.3,768.72,32.17,15296.89,C0232
V018,Bulk Carrier,37048.4,23057.9,18,9.55,12.02,1166.9,174.0,16.91,215.5,4.81,9.85,86.7,1.28,273.8,556.45,46.39,16831.83,C0233
V027,Bulk Carrier,22490.7,22045.3,24,13.15,15.45,1326.7,40.2,31.38,181.0,5.82,7.33,165.8,1.28,17.4,599.36,81.95,14016.35,C0234
V008,Container,72133.3,18356.1,21,11.26,12.07,4175.5,41.5,34.39,18.7,3.53,9.44,173.0,2.62,133.8,618.84,50.9,18697.63,C0235
V006,Tanker,49482.1,16864.4,2,6.06,15.44,2369.7,288.6,13.97,339.2,1.48,5.45,201.9,1.19,98.3,675.87,75.51,19803.33,C0236
V011,Container,89148.7,22846.0,11,13.55,12.32,2485.5,190.6,14.54,189.8,5.2,14.51,294.4,1.0,139.0,775.78,57.66,18792.03,C0237
V029,Container,57856.8,8706.6,6,7.9,18.49,4681.0,173.4,14.28,117.0,4.51,12.8,249.1,1.02,57.6,618.36,126.61,16672.68,C0238
V041,Tanker,97455.5,6579.4,8,6.86,13.97,3221.7,245.0,11.36,56.9,2.6,11.35,238.7,0.59,35.2,520.75,56.69,22306.01,C0239
V005,Container,34842.0,9790.2,4,12.15,12.46,4503.5,309.2,27.36,121.9,2.95,9.92,189.6,2.58,187.6,604.39,43.94,12411.52,C0240
V007,General Cargo,89489.9,20891.6,18,10.0,18.12,2336.9,226.4,26.56,7.4,2.59,12.71,34.5,0.44,259.3,557.03,107.54,16411.04,C0241
V022,General Cargo,82127.7,5693.4,11,9.47,13.43,832.2,274.6,16.75,130.9,5.59,9.44,144.7,2.73,252.7,695.53,50.82,15674.5,C0242
V047,General Cargo,81673.7,16656.1,5,8.0,11.11,4656.7,275.5,1.56,191.3,2.19,7.3,344.6,0.85,162.3,508.78,30.37,13969.93,C0243
V004,Bulk Carrier,87582.7,24908.8,15,10.38,15.7,2347.7,128.3,10.83,313.9,5.79,5.76,358.4,2.7,188.0,587.58,85.55,21232.88,C0244
V032,Container,80881.9,22113.9,18,8.2,15.82,990.0,98.7,10.23,247.5,5.48,11.12,263.0,2.37,185.9,663.55,89.98,18469.07,C0245
V019,General Cargo,70097.6,15428.9,2,13.21,17.15,1581.7,288.4,28.39,40.2,3.86,14.22,81.9,1.75,249.0,583.2,92.79,14831.04,C0246
V045,Bulk Carrier,30499.6,6272.8,22,7.72,12.4,348.9,135.8,3.07,53.2,3.56,5.69,36.7,2.01,17.3,665.3,41.06,14958.88,C0247
V033,General Cargo,22602.1,21627.5,11,13.07,14.44,2394.7,325.2,28.2,154.1,2.35,5.98,149.3,0.98,255.6,534.41,62.0,9767.4,C0248
V001,General Cargo,93667.8,16979.6,25,10.48,12.82,4280.3,25.1,23.42,70.5,0.31,8.77,308.4,1.72,209.6,782.84,48.15,15341.37,C0249
V046,Ro-Ro,69332.0,7298.7,13,12.63,10.81,4674.5,21.0,25.64,10.0,0.94,12.88,259.9,0.88,71.3,587.27,34.8,17717.49,C0250
V041,Container,83723.0,6877.1,4,11.7,18.77,4669.8,333.7,15.13,289.8,4.57,7.23,318.2,1.21,17.7,776.9,136.77,18929.01,C0251
V044,Bulk Carrier,58521.8,23192.5,22,11.57,17.29,713.6,233.4,23.79,7.0,2.93,6.79,221.7,2.29,39.1,597.75,106.59,19131.0,C0252
V050,Ro-Ro,29384.7,18384.0,7,8.59,13.01,1972.1,136.7,21.32,299.0,1.07,10.82,46.9,0.73,188.9,734.55,50.02,13596.93,C0253
V041,Container,30014.9,21585.7,11,7.87,15.99,238.3,271.8,26.91,51.9,1.73,9.89,41.3,2.52,273.0,573.86,84.88,12324.89,C0254
V008,Container,74845.2,22579.6,22,7.69,12.01,4290.3,242.0,15.64,350.9,5.7,4.66,17.3,1.13,120.5,700.93,48.44,16559.01,C0255
V032,Bulk Carrier,54424.5,16435.4,24,12.86,18.9,1857.9,191.2,16.55,217.4,2.33,4.9,204.1,1.6,136.5,597.11,128.79,18212.56,C0256
V030,General Cargo,36042.0,15348.9,4,12.56,11.15,3192.5,35.6,22.53,264.6,5.46,11.07,87.4,2.83,336.3,652.75,39.39,11736.21,C0257
V046,Tanker,59327.6,13608.5,15,9.52,10.04,3603.0,292.4,3.78,39.8,1.97,9.12,264.4,2.04,76.7,702.14,29.93,18331.23,C0258
V028,Bulk Carrier,25136.7,11338.9,1,7.06,15.02,2206.2,311.8,15.27,310.4,3.35,14.68,247.0,1.94,37.3,676.66,71.93,12832.95,C0259
V041,Container,66557.7,13691.9,23,9.06,15.83,1601.6,62.0,34.02,302.1,0.32,11.46,114.5,2.13,123.6,672.88,85.16,16962.13,C0260
V032,Tanker,41519.5,20477.6,3,10.95,15.79,4814.8,306.2,1.31,235.1,3.23,4.11,63.6,2.75,268.5,519.7,82.28,16417.63,C0261
V025,General Cargo,83804.7,17038.5,14,9.64,10.55,4826.0,316.0,11.06,180.8,3.89,9.29,36.9,0.75,225.4,574.72,31.27,15902.57,C0262
V034,Container,44829.0,22850.5,6,12.24,13.14,1518.2,197.8,10.99,259.7,1.56,8.56,265.4,1.84,149.7,671.55,55.81,13917.78,C0263
V033,Bulk Carrier,56417.6,13867.6,18,13.98,14.99,2450.2,236.2,22.17,2.1,3.56,5.17,162.2,1.2,347.3,505.5,67.9,16331.15,C0264
V013,Ro-Ro,20929.6,17141.8,25,7.53,12.17,4866.9,137.6,3.7,213.3,3.95,14.16,116.5,0.04,264.6,575.19,54.08,13901.19,C0265
V025,Tanker,25795.8,17626.2,1,9.68,18.73,123.9,101.4,22.0,305.1,4.18,12.86,308.4,0.38,22.3,568.76,127.82,14645.04,C0266
V042,Tanker,51399.5,16833.9,6,9.45,10.87,2122.1,259.9,3.33,128.5,4.7,6.53,213.7,0.97,268.1,574.96,39.36,18093.53,C0267
V040,Tanker,58395.1,19052.7,6,8.44,14.87,592.2,310.3,3.32,39.0,2.01,6.82,186.5,1.69,8.7,660.68,72.24,18414.73,C0268
V039,Bulk Carrier,68001.6,9748.7,21,7.58,16.91,2594.9,235.5,25.49,151.5,3.49,4.35,267.6,2.64,234.1,674.59,91.87,17438.92,C0269
V044,Container,43333.0,15247.3,16,6.53,12.62,220.9,184.2,11.34,261.8,5.89,7.26,293.6,2.37,75.8,772.7,52.14,12945.28,C0270
V049,Ro-Ro,75598.6,7084.5,5,13.1,16.24,2093.8,57.2,34.21,38.6,5.41,10.43,247.0,1.66,250.7,615.81,102.77,16993.86,C0271
V044,Ro-Ro,88809.8,12690.2,17,9.36,18.29,1181.4,19.2,1.31,74.2,5.73,8.63,158.4,0.22,111.5,777.97,131.35,18756.07,C0272
V048,Ro-Ro,82388.1,14753.3,10,9.98,11.9,2713.2,160.4,15.58,53.1,2.44,14.66,136.5,0.86,314.3,695.59,50.08,17645.8,C0273
V010,General Cargo,23169.5,18044.5,21,13.34,19.17,4980.4,17.8,3.96,286.9,4.76,4.62,277.8,1.1,121.3,773.8,130.85,10169.56,C0274
V031,Bulk Carrier,58440.6,24010.6,18,12.21,15.54,4022.6,205.0,12.3,22.6,3.8,10.51,186.4,1.87,223.1,750.04,80.36,18455.78,C0275
V044,Bulk Carrier,28394.4,17013.0,7,7.04,12.99,4243.6,137.8,34.94,247.2,0.68,13.44,253.6,0.19,102.9,706.27,41.18,14112.15,C0276
V011,Tanker,39363.6,19871.9,3,10.52,14.31,3212.8,272.6,31.11,131.9,4.98,9.29,320.5,1.59,330.2,606.83,66.35,16764.09,C0277
V025,Tanker,98933.0,15125.3,13,9.54,13.12,303.6,110.0,1.69,272.1,4.13,4.03,329.7,2.7,281.2,572.33,56.43,24894.52,C0278
V046,Tanker,31399.6,17682.1,15,12.38,17.25,1113.3,213.5,19.71,347.2,1.35,6.67,100.0,2.12,87.6,566.72,103.12,17627.95,C0279
V045,Tanker,59911.1,6418.6,20,11.79,17.96,4632.8,193.6,22.67,41.2,0.66,7.56,67.6,2.39,341.6,785.65,112.48,21378.45,C0280
V034,Ro-Ro,69452.5,10087.8,19,11.52,18.33,1894.0,1.7,7.33,113.2,5.05,14.63,94.1,2.05,128.6,787.57,132.24,16353.72,C0281
V020,Container,76197.2,12237.1,3,8.72,19.86,607.8,26.1,5.08,291.6,0.66,14.03,270.5,0.62,234.7,717.45,147.7,16493.23,C0282
V007,Bulk Carrier,64771.9,14449.9,4,12.44,17.91,3541.8,104.5,31.65,95.8,0.73,14.44,133.2,0.33,267.4,765.14,108.32,17551.53,C0283
V033,Container,20781.7,5913.0,5,6.42,16.01,1567.3,317.6,33.91,77.4,2.68,13.08,62.4,2.49,8.2,775.7,80.25,11448.51,C0284
V035,Bulk Carrier,46116.9,7800.5,1,7.28,13.39,1417.4,52.9,34.72,297.1,0.98,7.87,35.4,2.09,345.2,653.47,47.6,16654.23,C0285
V029,Container,61416.9,10536.3,4,8.68,15.45,4990.1,255.9,27.64,355.3,5.5,13.96,117.8,1.73,124.0,688.72,83.0,15861.5,C0286
V012,Bulk Carrier,27029.3,24430.7,12,6.61,10.41,4304.9,350.4,23.22,200.5,2.93,14.8,49.0,0.57,68.3,625.63,31.88,12978.78,C0287
V005,Bulk Carrier,48050.2,11626.9,24,7.88,17.45,2098.9,284.6,12.1,100.1,3.5,7.85,56.3,1.81,306.3,625.55,99.74,16218.04,C0288
V012,Container,22656.2,14640.8,10,12.64,14.46,4903.3,87.5,6.0,143.5,5.58,6.87,246.2,0.09,253.0,511.53,68.29,12298.94,C0289
V029,Bulk Carrier,26286.3,8922.0,23,13.59,10.2,3285.6,327.0,2.76,61.2,3.28,10.02,7.1,0.36,31.2,630.15,27.78,13051.11,C0290
V035,Container,51753.9,17215.6,25,8.44,10.63,3735.9,33.5,24.27,274.3,2.25,6.06,42.3,0.94,42.1,702.05,38.15,16172.83,C0291
V020,Container,30617.3,10613.7,21,8.12,13.87,254.4,168.5,27.47,278.5,4.82,4.36,304.0,1.33,257.5,626.59,60.33,11871.46,C0292
V037,Ro-Ro,65403.3,9139.9,20,8.24,15.83,695.9,319.5,28.93,315.0,2.77,14.4,304.2,0.36,26.9,761.72,93.45,19057.54,C0293
V001,Bulk Carrier,75157.2,15331.5,24,8.22,14.64,3202.1,230.9,31.98,9.6,2.05,14.18,118.5,0.36,330.2,599.77,64.23,18120.33,C0294
V016,Container,84046.9,5110.1,25,6.29,16.19,4505.2,148.9,30.8,202.3,4.39,5.79,31.7,2.18,267.0,539.8,91.39,19667.89,C0295
V030,Bulk Carrier,36012.0,5153.3,13,13.42,14.8,3156.3,105.4,34.99,77.1,4.85,8.49,253.8,1.71,120.8,743.47,68.18,16509.59,C0296
V009,Tanker,33398.6,9381.4,23,7.71,16.62,756.7,135.0,8.54,122.7,4.79,13.14,129.6,1.6,130.7,702.18,97.25,18245.78,C0297
V042,Container,28365.4,5734.4,14,9.36,12.19,667.2,183.2,26.72,282.6,5.87,11.27,16.4,1.36,182.3,572.55,41.96,13587.91,C0298
V010,Tanker,70914.4,7160.5,23,6.08,11.13,4236.5,114.9,20.53,69.1,4.76,8.34,56.8,2.93,129.9,660.94,40.36,22550.02,C0299
V013,Container,76518.1,11777.2,5,12.86,15.96,782.6,348.8,9.14,229.8,4.67,12.19,49.4,0.15,282.0,620.56,86.82,18150.45,C0300
V048,Container,22526.9,21051.7,4,11.85,14.85,2649.1,335.9,34.37,235.6,5.17,13.87,212.1,0.54,350.9,781.66,73.36,12910.11,C0301
V020,Bulk Carrier,94897.0,16441.0,14,13.57,10.27,281.9,313.4,31.43,343.5,0.2,14.19,323.3,1.94,210.4,682.2,33.66,20326.23,C0302
V029,Bulk Carrier,24157.7,15253.4,10,12.25,13.8,495.3,151.9,4.5,279.1,2.3,8.17,285.5,0.41,160.6,547.52,52.54,14041.01,C0303
V004,Tanker,63303.7,10869.8,17,8.51,11.06,3394.5,248.9,0.92,289.3,4.48,5.91,196.7,1.77,80.2,650.64,42.61,20459.36,C0304
V046,Tanker,76724.8,23635.1,10,7.98,15.31,3477.0,325.0,24.09,191.4,3.68,14.04,152.0,1.7,235.2,758.77,80.76,23664.8,C0305
V049,General Cargo,89677.5,12940.3,7,11.58,13.96,1773.2,306.2,21.14,67.2,1.23,5.02,222.7,2.91,246.8,701.45,51.81,15297.25,C0306
V028,Bulk Carrier,77127.0,6741.9,16,8.91,16.13,1156.5,149.2,32.75,153.2,1.96,11.94,159.8,2.65,246.7,752.74,85.15,19464.4,C0307
V037,Container,84138.2,17341.3,1,10.53,18.06,4087.2,40.5,8.19,197.8,2.15,5.55,88.6,2.84,9.7,575.12,118.16,18926.41,C0308
V013,Tanker,47156.0,7276.8,17,6.05,13.0,1163.8,27.2,2.95,244.2,3.49,8.28,244.5,0.34,323.7,766.51,47.21,17516.9,C0309
V003,Container,85186.0,11904.5,21,6.5,19.62,2755.9,207.7,9.07,218.8,5.02,8.53,314.4,2.6,121.7,726.68,152.38,17183.52,C0310
V037,Bulk Carrier,26409.2,15148.2,9,10.28,15.36,4844.2,231.3,0.66,141.8,5.61,5.75,134.2,0.39,267.9,718.67,77.18,14131.9,C0311
V048,Container,91585.3,22484.5,6,10.53,16.18,824.5,305.9,1.26,95.5,4.55,14.15,303.0,1.9,273.5,603.96,99.06,18841.54,C0312
V019,Container,63807.4,14870.9,19,12.01,16.81,4710.3,105.3,32.02,60.6,5.09,4.03,155.2,2.16,234.2,766.3,109.05,15495.97,C0313
V028,General Cargo,85383.8,19045.2,13,7.06,16.67,996.2,60.3,12.32,249.8,2.93,13.83,144.5,0.48,142.2,691.39,88.01,14662.62,C0314
V019,Ro-Ro,56185.5,24856.3,3,10.11,15.11,2880.5,136.4,14.38,232.3,2.46,13.72,10.2,1.9,219.0,755.55,77.99,16138.84,C0315
V017,Tanker,71486.2,7629.8,7,7.56,14.29,1947.3,127.3,0.64,247.5,2.48,7.49,250.3,0.16,14.5,608.29,60.56,20688.76,C0316
V018,Bulk Carrier,62112.2,10494.6,22,6.75,10.54,4828.2,47.7,9.47,134.1,3.77,11.75,290.7,0.88,274.3,543.7,32.7,17787.25,C0317
V018,Container,78527.2,12891.5,9,9.28,10.22,1440.4,242.0,28.17,94.5,0.92,6.78,238.9,2.76,35.9,599.7,32.92,18512.3,C0318
V023,Container,26530.4,13436.6,22,7.31,13.58,2058.3,183.1,21.54,273.5,3.56,12.35,54.5,0.52,142.8,636.58,58.5,12116.61,C0319
V040,Container,24828.2,13220.4,5,7.77,13.34,4916.0,259.6,26.38,278.5,4.06,10.17,37.2,0.2,37.3,660.02,54.34,13577.26,C0320
V050,Bulk Carrier,39768.3,23152.2,10,8.54,13.88,2728.7,127.0,15.65,164.0,2.75,7.3,206.2,1.33,301.3,653.24,59.68,17010.96,C0321
V009,Tanker,32763.6,19280.7,23,8.08,11.38,2562.9,117.3,10.84,220.3,5.73,8.4,144.5,2.55,198.1,663.82,50.0,16505.97,C0322
V029,Tanker,89742.7,17158.1,17,6.7,17.38,1363.1,170.1,16.9,134.5,3.73,11.59,154.5,0.23,248.7,752.51,110.14,22904.61,C0323
V042,Container,37537.1,11187.5,12,6.72,18.57,3536.7,315.9,11.31,252.7,1.48,13.97,348.4,1.07,245.7,551.03,126.29,13831.9,C0324
V029,General Cargo,98069.2,21475.8,23,7.55,19.39,170.4,14.5,29.36,300.9,2.98,5.44,260.6,2.7,303.0,594.82,132.38,17218.46,C0325
V002,Tanker,46951.7,24101.2,16,6.4,14.92,342.6,289.7,10.42,247.8,4.12,10.29,148.2,0.35,47.7,766.58,75.18,18909.5,C0326
V017,Bulk Carrier,34569.4,21424.0,3,11.01,17.01,3036.9,132.8,23.09,184.5,2.08,6.79,6.9,0.93,237.5,668.14,98.81,16036.49,C0327
V045,Tanker,83175.9,5031.3,25,8.3,18.56,1774.2,307.7,4.79,165.1,0.66,12.82,12.3,2.34,207.0,675.02,118.27,23044.67,C0328
V031,Bulk Carrier,72696.6,17728.0,22,8.24,14.18,4771.3,288.8,24.04,231.2,3.58,4.77,246.5,1.63,11.1,643.42,65.63,19938.24,C0329
V028,Container,59855.7,6022.7,9,8.66,13.09,4525.6,125.6,31.97,244.7,5.7,11.58,301.6,2.5,72.5,664.69,52.05,15298.1,C0330
V043,Bulk Carrier,64429.1,10152.1,15,11.3,19.37,3597.2,249.8,21.3,201.1,3.01,5.92,254.8,0.33,96.3,559.42,135.12,19356.84,C0331
V048,Tanker,77536.1,6190.5,5,12.97,15.16,4108.9,57.5,19.59,225.0,5.46,10.56,146.1,2.76,26.1,664.06,72.62,20866.61,C0332
V039,Container,38276.4,17075.9,23,12.07,14.97,3369.9,322.7,33.64,34.8,5.04,13.19,11.2,2.8,127.7,799.15,81.52,14346.76,C0333
V030,Container,99706.7,18731.8,13,11.82,11.78,715.4,145.6,21.96,342.6,1.05,12.31,348.3,0.47,9.8,669.81,43.17,21416.36,C0334
V035,Container,97983.5,7289.8,14,9.88,11.08,3851.2,164.0,9.08,284.7,4.31,12.28,355.1,0.1,199.1,513.32,34.96,18345.25,C0335
