date,route,cargo_type,vessel_class,vessel_dwt,distance_nm,baltic_style_index,bunker_fuel_price_usd_ton,port_congestion_days,market_event,charter_rate_usd_per_day,freight_rate_usd_per_tonne
2022-07-18,"Samarinda, Indonesia - Kolkata",Thermal Coal,Handysize,39815,2573.8,1160.1,700.5,3.9,Indian monsoon season port slowdown,1392.0,16.7
2022-07-18,"Samarinda, Indonesia - Visakhapatnam",Thermal Coal,Handysize,31687,2685.9,1160.1,692.2,6.0,Indian monsoon season port slowdown,1367.0,17.98
2022-07-18,"Taboneo, Indonesia - Paradip",Thermal Coal,Panamax,79809,2575.5,1771.6,709.7,5.9,Indian monsoon season port slowdown,1745.0,15.29
2022-07-18,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Capesize,167186,9121.7,1688.0,702.7,4.7,Indian monsoon season port slowdown,1922.0,50.41
2022-07-18,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Capesize,179816,9494.8,1688.0,715.4,2.3,Indian monsoon season port slowdown,1923.0,54.0
2022-07-18,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Panamax,77425,9512.7,1771.6,708.5,4.3,Indian monsoon season port slowdown,1855.0,66.07
2022-07-18,"Vancouver, Canada - Visakhapatnam",Coking Coal,Panamax,85726,7730.4,1771.6,680.8,2.9,Indian monsoon season port slowdown,1997.0,52.45
2022-07-25,"Abbot Point, Australia - Paradip",Coal,Supramax,58626,5127.9,1170.0,732.1,4.0,Indian monsoon season port slowdown,1259.0,32.19
2022-07-25,"Durban, South Africa - Gangavaram",Coal,Handysize,34706,4895.8,1127.5,724.3,4.0,Indian monsoon season port slowdown,1285.0,30.42
2022-07-25,"Gladstone, Australia - Gangavaram",Coal,Supramax,57290,5539.5,1170.0,717.9,5.8,Indian monsoon season port slowdown,1136.0,35.18
2022-07-25,"Gladstone, Australia - Kolkata",Coal,Handysize,28273,5435.4,1127.5,743.9,3.9,Indian monsoon season port slowdown,1139.0,31.23
2022-07-25,"Hay Point, Australia - Gangavaram",Coking Coal,Panamax,70196,5350.8,1872.5,741.7,4.3,Indian monsoon season port slowdown,2002.0,37.01
2022-07-25,"Hay Point, Australia - Kolkata",Coking Coal,Handysize,37239,5235.2,1127.5,733.8,2.1,Indian monsoon season port slowdown,1099.0,34.24
2022-07-25,"Hay Point, Australia - Visakhapatnam",Coking Coal,Panamax,85533,5348.2,1872.5,725.8,6.5,Indian monsoon season port slowdown,1999.0,34.02
2022-07-25,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Handysize,37518,5849.9,1127.5,748.8,2.0,Indian monsoon season port slowdown,1259.0,41.72
2022-07-25,"Richards Bay, South Africa - Ennore",Coking Coal,Handysize,30036,4452.0,1127.5,716.1,4.5,Indian monsoon season port slowdown,1308.0,29.55
2022-07-25,"Saldanha Bay, South Africa - Ennore",Iron Ore,Capesize,189146,5338.7,1829.3,726.3,2.2,Indian monsoon season port slowdown,2069.0,31.49
2022-07-25,"Saldanha Bay, South Africa - Gangavaram",Iron Ore,Panamax,75704,5685.5,1872.5,740.0,4.6,Indian monsoon season port slowdown,1743.0,35.93
2022-07-25,"Samarinda, Indonesia - Visakhapatnam",Thermal Coal,Handysize,30153,2685.9,1127.5,733.7,3.1,Indian monsoon season port slowdown,1221.0,17.38
2022-07-25,"Tubarao, Brazil - Paradip",Iron Ore,Capesize,164355,9234.1,1829.3,715.3,7.6,Indian monsoon season port slowdown,1882.0,50.54
2022-07-25,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Capesize,151127,8858.1,1829.3,733.3,3.6,Indian monsoon season port slowdown,2006.0,44.44
2022-07-25,"Vancouver, Canada - Haldia",Coking Coal,Handysize,38825,7337.7,1127.5,708.9,4.1,Indian monsoon season port slowdown,1235.0,44.05
2022-08-01,"Dampier, Australia - Ennore",Iron Ore,Capesize,181681,3491.8,1790.4,753.2,4.8,Indian monsoon season port slowdown,1808.0,19.55
2022-08-01,"Dampier, Australia - Paradip",Iron Ore,Capesize,191979,3570.5,1790.4,723.4,4.7,Indian monsoon season port slowdown,2167.0,19.9
2022-08-01,"Gladstone, Australia - Ennore",Coal,Supramax,51107,5565.0,1151.3,736.5,3.0,Indian monsoon season port slowdown,1178.0,29.13
2022-08-01,"Gladstone, Australia - Visakhapatnam",Coal,Panamax,68507,5537.2,1836.1,688.6,2.5,Indian monsoon season port slowdown,2317.0,37.25
2022-08-01,"Nacala, Mozambique - Paradip",Coking Coal,Supramax,57717,4041.9,1151.3,734.7,4.6,Indian monsoon season port slowdown,1372.0,23.05
2022-08-01,"Norfolk, USA - Visakhapatnam",Coking Coal,Panamax,70333,8657.5,1836.1,738.8,3.2,Indian monsoon season port slowdown,2022.0,54.97
2022-08-01,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Panamax,85498,9207.4,1836.1,740.1,4.3,Indian monsoon season port slowdown,1899.0,61.93
2022-08-01,"Richards Bay, South Africa - Kolkata",Coking Coal,Panamax,80475,5292.9,1836.1,736.4,3.8,Indian monsoon season port slowdown,1941.0,35.5
2022-08-01,"Samarinda, Indonesia - Gangavaram",Thermal Coal,Supramax,57332,2689.0,1151.3,746.6,4.8,Indian monsoon season port slowdown,1129.0,17.0
2022-08-01,"Samarinda, Indonesia - Haldia",Thermal Coal,Supramax,53785,2560.1,1151.3,734.7,5.1,Indian monsoon season port slowdown,1249.0,15.36
2022-08-01,"Taboneo, Indonesia - Haldia",Thermal Coal,Handysize,34606,2575.7,1138.3,766.7,6.3,Indian monsoon season port slowdown,1286.0,18.44
2022-08-01,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Panamax,84309,8858.1,1836.1,710.4,5.7,Indian monsoon season port slowdown,2010.0,55.67
2022-08-01,"Vancouver, Canada - Ennore",Coking Coal,Handysize,39573,8088.7,1138.3,744.3,6.5,Indian monsoon season port slowdown,1287.0,52.29
2022-08-08,"Abbot Point, Australia - Visakhapatnam",Coal,Handysize,32076,5233.1,1227.3,726.3,5.8,Indian monsoon season port slowdown,1126.0,34.6
2022-08-08,"Hay Point, Australia - Gangavaram",Coking Coal,Panamax,76134,5350.8,1784.7,751.7,1.7,Indian monsoon season port slowdown,1785.0,36.73
2022-08-08,"Richards Bay, South Africa - Haldia",Coking Coal,Supramax,58871,5255.1,1213.7,725.9,6.1,Indian monsoon season port slowdown,1378.0,32.97
2022-08-08,"Samarinda, Indonesia - Ennore",Thermal Coal,Panamax,80781,2762.6,1784.7,724.2,4.2,Indian monsoon season port slowdown,1739.0,18.36
2022-08-08,"Taboneo, Indonesia - Gangavaram",Thermal Coal,Supramax,50477,2655.0,1213.7,739.6,1.2,Indian monsoon season port slowdown,1346.0,16.73
2022-08-08,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Supramax,50444,2652.9,1213.7,754.9,5.1,Indian monsoon season port slowdown,1295.0,16.61
2022-08-08,"Tubarao, Brazil - Haldia",Iron Ore,Capesize,157906,9350.8,1713.6,705.6,3.3,Indian monsoon season port slowdown,1653.0,49.69
2022-08-08,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Capesize,159384,9121.7,1713.6,736.7,6.0,Indian monsoon season port slowdown,1942.0,53.56
2022-08-08,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Capesize,183812,9494.8,1713.6,718.9,5.2,Indian monsoon season port slowdown,1887.0,51.69
2022-08-08,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,29861,7730.4,1227.3,730.7,3.4,Indian monsoon season port slowdown,1394.0,48.96
2022-08-15,"Abbot Point, Australia - Kolkata",Coal,Handysize,36643,5114.5,1230.6,739.9,4.1,Indian monsoon season port slowdown,1487.0,34.54
2022-08-15,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,194402,3569.6,1856.9,741.1,2.0,Indian monsoon season port slowdown,2056.0,21.21
2022-08-15,"Dampier, Australia - Visakhapatnam",Iron Ore,Panamax,83306,3570.3,1807.8,735.3,4.8,Indian monsoon season port slowdown,1878.0,21.28
2022-08-15,"Durban, South Africa - Paradip",Coal,Panamax,74434,5193.0,1807.8,724.4,5.4,Indian monsoon season port slowdown,1879.0,36.13
2022-08-15,"Durban, South Africa - Visakhapatnam",Coal,Panamax,81179,4905.5,1807.8,753.0,6.1,Indian monsoon season port slowdown,1928.0,33.96
2022-08-15,"Gladstone, Australia - Ennore",Coal,Handysize,28803,5565.0,1230.6,716.5,3.8,Indian monsoon season port slowdown,1251.0,34.32
2022-08-15,"Gladstone, Australia - Gangavaram",Coal,Supramax,59940,5539.5,1249.9,731.7,3.8,Indian monsoon season port slowdown,1340.0,31.93
2022-08-15,"Hay Point, Australia - Paradip",Coking Coal,Handysize,29138,5246.5,1230.6,712.9,2.2,Indian monsoon season port slowdown,1265.0,31.58
2022-08-15,"Nacala, Mozambique - Ennore",Coking Coal,Handysize,28315,3410.6,1230.6,733.1,5.2,Indian monsoon season port slowdown,1365.0,23.16
2022-08-15,"Nacala, Mozambique - Paradip",Coking Coal,Handysize,38571,4041.9,1230.6,748.2,4.6,Indian monsoon season port slowdown,1320.0,27.47
2022-08-15,"Newcastle, Australia - Kolkata",Thermal Coal,Supramax,56513,5812.9,1249.9,734.2,3.2,Indian monsoon season port slowdown,1400.0,36.91
2022-08-15,"Norfolk, USA - Visakhapatnam",Coking Coal,Panamax,74456,8657.5,1807.8,718.6,3.7,Indian monsoon season port slowdown,1968.0,58.7
2022-08-15,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Panamax,68612,9207.4,1807.8,740.6,3.7,Indian monsoon season port slowdown,1796.0,60.57
2022-08-15,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Capesize,209520,8964.6,1856.9,751.1,4.2,Indian monsoon season port slowdown,1935.0,49.02
2022-08-15,"Saldanha Bay, South Africa - Kolkata",Iron Ore,Panamax,85336,6171.5,1807.8,732.2,6.3,Indian monsoon season port slowdown,1957.0,40.86
2022-08-15,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Handysize,28898,2652.9,1230.6,753.7,6.2,Indian monsoon season port slowdown,1321.0,18.0
2022-08-15,"Tubarao, Brazil - Ennore",Iron Ore,Panamax,83000,8706.6,1807.8,768.1,5.3,Indian monsoon season port slowdown,2024.0,60.06
2022-08-15,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,86232,9350.8,1807.8,735.2,3.4,Indian monsoon season port slowdown,2072.0,67.04
2022-08-15,"Tubarao, Brazil - Kolkata",Iron Ore,Panamax,79426,9369.5,1807.8,748.6,4.5,Indian monsoon season port slowdown,1694.0,65.1
2022-08-15,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,30625,7730.4,1230.6,761.6,5.8,Indian monsoon season port slowdown,1283.0,52.56
2022-08-22,"Abbot Point, Australia - Haldia",Coal,Panamax,83193,5103.7,1792.6,732.7,2.7,Indian monsoon season port slowdown,1960.0,35.6
2022-08-22,"Durban, South Africa - Gangavaram",Coal,Panamax,70199,4895.8,1792.6,728.2,4.7,Indian monsoon season port slowdown,1816.0,32.57
2022-08-22,"Durban, South Africa - Haldia",Coal,Handysize,38457,5347.0,1267.0,748.3,4.3,Indian monsoon season port slowdown,1343.0,36.18
2022-08-22,"Durban, South Africa - Paradip",Coal,Handysize,34599,5193.0,1267.0,709.3,2.7,Indian monsoon season port slowdown,1352.0,32.9
2022-08-22,"Gladstone, Australia - Ennore",Coal,Panamax,79131,5565.0,1792.6,712.3,4.8,Indian monsoon season port slowdown,1797.0,37.58
2022-08-22,"Hay Point, Australia - Kolkata",Coking Coal,Supramax,57024,5235.2,1328.6,731.0,3.9,Indian monsoon season port slowdown,1372.0,33.58
2022-08-22,"Newcastle, Australia - Paradip",Thermal Coal,Panamax,67920,5793.4,1792.6,742.1,6.1,Indian monsoon season port slowdown,1916.0,36.82
2022-08-22,"Norfolk, USA - Visakhapatnam",Coking Coal,Supramax,55631,8657.5,1328.6,721.2,2.2,Indian monsoon season port slowdown,1597.0,51.92
2022-08-22,"Ponta da Madeira, Brazil - Ennore",Iron Ore,Capesize,209759,8806.3,1669.1,729.6,4.3,Indian monsoon season port slowdown,1754.0,46.57
2022-08-22,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Capesize,203331,8959.2,1669.1,736.8,3.9,Indian monsoon season port slowdown,1839.0,47.06
2022-08-22,"Richards Bay, South Africa - Gangavaram",Coking Coal,Handysize,37847,4804.0,1267.0,743.9,5.1,Indian monsoon season port slowdown,1310.0,33.25
2022-08-22,"Richards Bay, South Africa - Visakhapatnam",Coking Coal,Handysize,30889,4813.7,1267.0,734.0,7.4,Indian monsoon season port slowdown,1310.0,31.16
2022-08-22,"Taboneo, Indonesia - Gangavaram",Thermal Coal,Panamax,75756,2655.0,1792.6,737.1,6.8,Indian monsoon season port slowdown,1670.0,17.97
2022-08-22,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,66584,9350.8,1792.6,727.9,4.8,Indian monsoon season port slowdown,2118.0,62.13
2022-08-22,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Panamax,83836,9512.7,1792.6,720.6,2.0,Indian monsoon season port slowdown,1905.0,58.79
2022-08-22,"Vale do Rio Doce, Brazil - Visakhapatnam",Iron Ore,Panamax,73225,9129.7,1792.6,742.5,3.7,Indian monsoon season port slowdown,2047.0,58.64
2022-08-22,"Vancouver, Canada - Ennore",Coking Coal,Supramax,49935,8088.7,1328.6,724.6,3.2,Indian monsoon season port slowdown,1423.0,53.72
2022-08-22,"Vancouver, Canada - Paradip",Coking Coal,Panamax,72021,7484.8,1792.6,740.6,5.5,Indian monsoon season port slowdown,1801.0,47.29
2022-08-29,"Abbot Point, Australia - Gangavaram",Coal,Panamax,79120,5235.8,1618.8,768.0,6.3,Indian monsoon season port slowdown,1769.0,36.48
2022-08-29,"Abbot Point, Australia - Visakhapatnam",Coal,Panamax,74806,5233.1,1618.8,730.9,3.7,Indian monsoon season port slowdown,1663.0,34.58
2022-08-29,"Dampier, Australia - Haldia",Iron Ore,Capesize,181578,3608.6,1749.2,731.5,3.5,Indian monsoon season port slowdown,1842.0,19.89
2022-08-29,"Norfolk, USA - Kolkata",Coking Coal,Handysize,35655,8420.2,1230.1,765.0,3.0,Indian monsoon season port slowdown,1268.0,57.81
2022-08-29,"Norfolk, USA - Visakhapatnam",Coking Coal,Panamax,81077,8657.5,1618.8,737.0,5.3,Indian monsoon season port slowdown,1832.0,58.33
2022-08-29,"Ponta da Madeira, Brazil - Haldia",Iron Ore,Capesize,161194,9206.8,1749.2,750.3,5.1,Indian monsoon season port slowdown,1933.0,53.33
2022-08-29,"Richards Bay, South Africa - Paradip",Coking Coal,Handysize,35132,5101.3,1230.1,739.5,3.6,Indian monsoon season port slowdown,1295.0,34.01
2022-08-29,"Saldanha Bay, South Africa - Ennore",Iron Ore,Panamax,75896,5338.7,1618.8,731.4,5.6,Indian monsoon season port slowdown,1651.0,34.71
2022-08-29,"Saldanha Bay, South Africa - Gangavaram",Iron Ore,Capesize,174085,5685.5,1749.2,729.5,1.6,Indian monsoon season port slowdown,1993.0,29.78
2022-08-29,"Samarinda, Indonesia - Ennore",Thermal Coal,Panamax,81712,2762.6,1618.8,752.3,5.4,Indian monsoon season port slowdown,1803.0,17.93
2022-08-29,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Capesize,157709,8981.5,1749.2,750.8,5.0,Indian monsoon season port slowdown,1639.0,52.28
2022-08-29,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Panamax,71231,9494.8,1618.8,772.7,3.8,Indian monsoon season port slowdown,1707.0,58.94
2022-08-29,"Vancouver, Canada - Ennore",Coking Coal,Supramax,58685,8088.7,1135.2,751.3,4.8,Indian monsoon season port slowdown,1140.0,48.82
2022-08-29,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,35812,7730.4,1230.1,758.0,2.5,Indian monsoon season port slowdown,1395.0,52.09
2022-09-05,"Abbot Point, Australia - Ennore",Coal,Supramax,50765,5277.3,1101.0,727.4,2.1,Indian monsoon season port slowdown,1249.0,29.95
2022-09-05,"Abbot Point, Australia - Visakhapatnam",Coal,Handysize,38852,5233.1,1335.3,730.8,5.5,Indian monsoon season port slowdown,1540.0,36.49
2022-09-05,"Dampier, Australia - Ennore",Iron Ore,Panamax,85057,3491.8,1736.0,710.0,5.6,Indian monsoon season port slowdown,2046.0,21.05
2022-09-05,"Durban, South Africa - Gangavaram",Coal,Handysize,37009,4895.8,1335.3,743.9,4.3,Indian monsoon season port slowdown,1513.0,37.15
2022-09-05,"Hay Point, Australia - Ennore",Coking Coal,Handysize,28265,5386.7,1335.3,686.0,4.3,Indian monsoon season port slowdown,1411.0,36.56
2022-09-05,"Hay Point, Australia - Visakhapatnam",Coking Coal,Supramax,59599,5348.2,1101.0,714.5,4.7,Indian monsoon season port slowdown,1154.0,31.58
2022-09-05,"Nacala, Mozambique - Gangavaram",Coking Coal,Panamax,86583,3745.9,1736.0,729.5,3.6,Indian monsoon season port slowdown,1872.0,26.28
2022-09-05,"Nacala, Mozambique - Kolkata",Coking Coal,Handysize,34630,4225.9,1335.3,728.3,5.1,Indian monsoon season port slowdown,1555.0,31.38
2022-09-05,"Newcastle, Australia - Ennore",Thermal Coal,Panamax,74208,5823.9,1736.0,712.3,6.0,Indian monsoon season port slowdown,1817.0,34.31
2022-09-05,"Ponta da Madeira, Brazil - Ennore",Iron Ore,Capesize,169959,8806.3,1515.0,721.5,3.3,Indian monsoon season port slowdown,1854.0,45.81
2022-09-05,"Ponta da Madeira, Brazil - Haldia",Iron Ore,Panamax,72945,9206.8,1736.0,716.6,4.6,Indian monsoon season port slowdown,1915.0,57.53
2022-09-05,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Capesize,164472,9207.4,1515.0,718.5,4.9,Indian monsoon season port slowdown,1725.0,46.83
2022-09-05,"Richards Bay, South Africa - Ennore",Coking Coal,Supramax,55205,4452.0,1101.0,726.1,5.7,Indian monsoon season port slowdown,1266.0,25.49
2022-09-05,"Richards Bay, South Africa - Kolkata",Coking Coal,Supramax,52071,5292.9,1101.0,737.3,1.4,Indian monsoon season port slowdown,1220.0,28.7
2022-09-05,"Taboneo, Indonesia - Kolkata",Thermal Coal,Handysize,37459,2594.2,1335.3,706.1,6.6,Indian monsoon season port slowdown,1492.0,17.01
2022-09-05,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Handysize,36221,2652.9,1335.3,744.5,5.8,Indian monsoon season port slowdown,1332.0,17.92
2022-09-05,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Capesize,168796,8858.1,1515.0,718.5,4.8,Indian monsoon season port slowdown,1753.0,48.89
2022-09-05,"Vale do Rio Doce, Brazil - Paradip",Iron Ore,Panamax,76728,9380.1,1736.0,740.3,2.7,Indian monsoon season port slowdown,1837.0,59.95
2022-09-05,"Vancouver, Canada - Ennore",Coking Coal,Handysize,30244,8088.7,1335.3,726.2,6.1,Indian monsoon season port slowdown,1410.0,50.97
2022-09-12,"Abbot Point, Australia - Haldia",Coal,Handysize,30357,5103.7,1206.0,696.8,6.3,Indian monsoon season port slowdown,1348.0,31.02
2022-09-12,"Abbot Point, Australia - Visakhapatnam",Coal,Supramax,56784,5233.1,1040.8,672.6,4.6,Indian monsoon season port slowdown,1151.0,28.88
2022-09-12,"Dampier, Australia - Kolkata",Iron Ore,Panamax,66002,3635.9,1736.7,710.9,4.9,Indian monsoon season port slowdown,1793.0,24.98
2022-09-12,"Durban, South Africa - Gangavaram",Coal,Handysize,39691,4895.8,1206.0,720.4,5.5,Indian monsoon season port slowdown,1297.0,31.46
2022-09-12,"Hay Point, Australia - Ennore",Coking Coal,Panamax,73552,5386.7,1736.7,712.1,4.3,Indian monsoon season port slowdown,2008.0,36.53
2022-09-12,"Hay Point, Australia - Paradip",Coking Coal,Panamax,78755,5246.5,1736.7,715.4,4.8,Indian monsoon season port slowdown,1795.0,33.56
2022-09-12,"Norfolk, USA - Haldia",Coking Coal,Panamax,76052,8458.2,1736.7,724.8,2.9,Indian monsoon season port slowdown,1883.0,52.14
2022-09-12,"Saldanha Bay, South Africa - Ennore",Iron Ore,Panamax,70383,5338.7,1736.7,682.7,6.6,Indian monsoon season port slowdown,2015.0,35.64
2022-09-12,"Samarinda, Indonesia - Kolkata",Thermal Coal,Panamax,87244,2573.8,1736.7,695.6,4.1,Indian monsoon season port slowdown,1677.0,16.23
2022-09-12,"Taboneo, Indonesia - Ennore",Thermal Coal,Panamax,82905,2689.7,1736.7,718.5,5.6,Indian monsoon season port slowdown,1954.0,18.97
2022-09-12,"Taboneo, Indonesia - Kolkata",Thermal Coal,Supramax,53985,2594.2,1040.8,671.3,5.5,Indian monsoon season port slowdown,1150.0,13.89
2022-09-12,"Tubarao, Brazil - Ennore",Iron Ore,Panamax,76203,8706.6,1736.7,728.8,5.2,Indian monsoon season port slowdown,1915.0,56.36
2022-09-12,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,67425,9350.8,1736.7,727.3,5.1,Indian monsoon season port slowdown,1727.0,63.1
2022-09-12,"Tubarao, Brazil - Paradip",Iron Ore,Capesize,186872,9234.1,1456.1,690.0,6.2,Indian monsoon season port slowdown,1768.0,42.0
2022-09-12,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Panamax,80198,9512.7,1736.7,704.2,5.3,Indian monsoon season port slowdown,1647.0,62.11
2022-09-12,"Vale do Rio Doce, Brazil - Paradip",Iron Ore,Capesize,201715,9380.1,1456.1,697.6,6.2,Indian monsoon season port slowdown,1690.0,43.22
2022-09-19,"Abbot Point, Australia - Haldia",Coal,Supramax,54128,5103.7,1044.0,674.6,6.9,Indian monsoon season port slowdown,1096.0,24.34
2022-09-19,"Dampier, Australia - Ennore",Iron Ore,Capesize,187241,3491.8,1333.9,689.3,5.0,Indian monsoon season port slowdown,1335.0,16.13
2022-09-19,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,188472,3569.6,1333.9,679.9,5.8,Indian monsoon season port slowdown,1382.0,15.23
2022-09-19,"Durban, South Africa - Gangavaram",Coal,Supramax,53406,4895.8,1044.0,658.6,6.1,Indian monsoon season port slowdown,1116.0,26.76
2022-09-19,"Durban, South Africa - Kolkata",Coal,Supramax,54138,5384.9,1044.0,688.5,5.2,Indian monsoon season port slowdown,1113.0,30.61
2022-09-19,"Gladstone, Australia - Paradip",Coal,Supramax,59509,5442.2,1044.0,655.1,4.6,Indian monsoon season port slowdown,1151.0,29.52
2022-09-19,"Nacala, Mozambique - Haldia",Coking Coal,Handysize,36025,4191.3,1142.0,677.9,4.3,Indian monsoon season port slowdown,1281.0,25.17
2022-09-19,"Nacala, Mozambique - Paradip",Coking Coal,Handysize,39229,4041.9,1142.0,676.5,2.9,Indian monsoon season port slowdown,1224.0,25.06
2022-09-19,"Ponta da Madeira, Brazil - Paradip",Iron Ore,Capesize,208638,9142.2,1333.9,679.2,4.7,Indian monsoon season port slowdown,1347.0,44.95
2022-09-19,"Richards Bay, South Africa - Haldia",Coking Coal,Supramax,52131,5255.1,1044.0,678.3,2.2,Indian monsoon season port slowdown,1109.0,29.44
2022-09-19,"Richards Bay, South Africa - Kolkata",Coking Coal,Supramax,49034,5292.9,1044.0,677.0,4.0,Indian monsoon season port slowdown,1052.0,27.56
2022-09-19,"Richards Bay, South Africa - Paradip",Coking Coal,Panamax,68814,5101.3,1801.9,663.1,3.7,Indian monsoon season port slowdown,2134.0,31.17
2022-09-19,"Saldanha Bay, South Africa - Haldia",Iron Ore,Panamax,80346,6135.1,1801.9,690.4,5.3,Indian monsoon season port slowdown,2066.0,39.47
2022-09-19,"Samarinda, Indonesia - Haldia",Thermal Coal,Supramax,49989,2560.1,1044.0,670.6,5.2,Indian monsoon season port slowdown,1180.0,14.84
2022-09-19,"Taboneo, Indonesia - Gangavaram",Thermal Coal,Handysize,28874,2655.0,1142.0,663.1,3.6,Indian monsoon season port slowdown,1144.0,16.8
2022-09-19,"Tubarao, Brazil - Ennore",Iron Ore,Panamax,78374,8706.6,1801.9,686.3,5.7,Indian monsoon season port slowdown,1946.0,50.58
2022-09-19,"Tubarao, Brazil - Kolkata",Iron Ore,Capesize,163049,9369.5,1333.9,661.6,2.8,Indian monsoon season port slowdown,1503.0,46.45
2022-09-19,"Vale do Rio Doce, Brazil - Paradip",Iron Ore,Panamax,81644,9380.1,1801.9,671.8,4.4,Indian monsoon season port slowdown,2063.0,56.04
2022-09-26,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,194592,3569.6,1535.4,674.8,3.9,Indian monsoon season port slowdown,1718.0,18.21
2022-09-26,"Dampier, Australia - Paradip",Iron Ore,Capesize,182226,3570.5,1535.4,692.0,6.8,Indian monsoon season port slowdown,1604.0,17.97
2022-09-26,"Durban, South Africa - Paradip",Coal,Handysize,38859,5193.0,1084.2,689.0,5.1,Indian monsoon season port slowdown,1105.0,31.95
2022-09-26,"Gladstone, Australia - Haldia",Coal,Supramax,51212,5423.2,1004.0,680.0,3.0,Indian monsoon season port slowdown,1132.0,30.14
2022-09-26,"Newcastle, Australia - Gangavaram",Thermal Coal,Supramax,61774,5850.9,1004.0,673.4,4.6,Indian monsoon season port slowdown,984.0,30.98
2022-09-26,"Newcastle, Australia - Paradip",Thermal Coal,Supramax,59422,5793.4,1004.0,685.6,3.9,Indian monsoon season port slowdown,1056.0,30.27
2022-09-26,"Norfolk, USA - Gangavaram",Coking Coal,Handysize,33098,8662.0,1084.2,662.2,3.2,Indian monsoon season port slowdown,1318.0,52.54
2022-09-26,"Norfolk, USA - Haldia",Coking Coal,Supramax,50384,8458.2,1004.0,689.3,2.2,Indian monsoon season port slowdown,1215.0,43.89
2022-09-26,"Samarinda, Indonesia - Gangavaram",Thermal Coal,Handysize,39832,2689.0,1084.2,686.7,5.2,Indian monsoon season port slowdown,1318.0,16.37
2022-09-26,"Taboneo, Indonesia - Haldia",Thermal Coal,Supramax,57045,2575.7,1004.0,678.1,5.0,Indian monsoon season port slowdown,1091.0,13.37
2022-09-26,"Taboneo, Indonesia - Kolkata",Thermal Coal,Handysize,29081,2594.2,1084.2,655.8,5.4,Indian monsoon season port slowdown,1303.0,13.82
2022-09-26,"Tubarao, Brazil - Kolkata",Iron Ore,Panamax,84002,9369.5,1693.3,685.1,4.2,Indian monsoon season port slowdown,1896.0,60.8
2022-09-26,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Capesize,173844,9494.8,1535.4,663.3,5.1,Indian monsoon season port slowdown,1826.0,48.71
2022-10-03,"Abbot Point, Australia - Kolkata",Coal,Handysize,37205,5114.5,1175.3,684.9,1.1,None,1232.0,30.56
2022-10-03,"Abbot Point, Australia - Paradip",Coal,Supramax,50145,5127.9,971.1,674.9,1.6,None,881.0,24.36
2022-10-03,"Hay Point, Australia - Haldia",Coking Coal,Handysize,28128,5223.9,1175.3,663.9,2.6,None,1216.0,28.66
2022-10-03,"Hay Point, Australia - Kolkata",Coking Coal,Supramax,52897,5235.2,971.1,690.6,2.5,None,933.0,25.67
2022-10-03,"Hay Point, Australia - Paradip",Coking Coal,Supramax,56119,5246.5,971.1,677.1,1.9,None,1066.0,28.88
2022-10-03,"Nacala, Mozambique - Paradip",Coking Coal,Supramax,48509,4041.9,971.1,701.2,3.9,None,919.0,22.11
2022-10-03,"Newcastle, Australia - Ennore",Thermal Coal,Handysize,39617,5823.9,1175.3,684.8,4.5,None,1037.0,32.1
2022-10-03,"Ponta da Madeira, Brazil - Ennore",Iron Ore,Panamax,85870,8806.3,1809.4,675.6,0.3,None,1956.0,55.92
2022-10-03,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Capesize,153572,9207.4,1767.2,664.9,2.6,None,1828.0,44.28
